,episode,round,state,action,reward,done,model,environment
520,144,1,1,1.0,-1.0,False,SARSA,ABC
521,144,2,2,,10.0,True,SARSA,ABC
522,145,0,0,1.0,,,SARSA,ABC
523,145,1,0,1.0,-1.0,False,SARSA,ABC
524,145,2,1,1.0,-1.0,False,SARSA,ABC
525,145,3,1,1.0,-1.0,False,SARSA,ABC
526,145,4,2,,10.0,True,SARSA,ABC
527,146,0,0,1.0,,,SARSA,ABC
528,146,1,1,0.0,-1.0,False,SARSA,ABC
529,146,2,0,1.0,-1.0,False,SARSA,ABC
530,146,3,1,1.0,-1.0,False,SARSA,ABC
531,146,4,2,,10.0,True,SARSA,ABC
532,147,0,0,1.0,,,SARSA,ABC
533,147,1,1,1.0,-1.0,False,SARSA,ABC
534,147,2,2,,10.0,True,SARSA,ABC
535,148,0,0,1.0,,,SARSA,ABC
536,148,1,1,1.0,-1.0,False,SARSA,ABC
537,148,2,1,1.0,-1.0,False,SARSA,ABC
538,148,3,2,,10.0,True,SARSA,ABC
539,149,0,0,0.0,,,SARSA,ABC
540,149,1,0,1.0,-1.0,False,SARSA,ABC
541,149,2,1,1.0,-1.0,False,SARSA,ABC
542,149,3,1,1.0,-1.0,False,SARSA,ABC
543,149,4,2,,10.0,True,SARSA,ABC
544,150,0,0,1.0,,,SARSA,ABC
