,episode,round,state,action,reward,done,model,environment
237,56,3,15472,,-1000.0,True,Q_learning,TriquiEnv
238,57,0,0,8.0,,,Q_learning,TriquiEnv
239,57,1,163,5.0,0.0,False,Q_learning,TriquiEnv
240,57,2,184,8.0,0.0,False,Q_learning,TriquiEnv
241,57,3,184,,-1000.0,True,Q_learning,TriquiEnv
242,58,0,0,8.0,,,Q_learning,TriquiEnv
243,58,1,163,4.0,0.0,False,Q_learning,TriquiEnv
244,58,2,163,,-1000.0,True,Q_learning,TriquiEnv
245,59,0,0,6.0,,,Q_learning,TriquiEnv
246,59,1,891,2.0,0.0,False,Q_learning,TriquiEnv
247,59,2,1386,5.0,0.0,False,Q_learning,TriquiEnv
248,59,3,1443,,-1.0,True,Q_learning,TriquiEnv
249,60,0,0,4.0,,,Q_learning,TriquiEnv
250,60,1,13203,7.0,0.0,False,Q_learning,TriquiEnv
251,60,2,13716,6.0,0.0,False,Q_learning,TriquiEnv
252,60,3,14463,,-1.0,True,Q_learning,TriquiEnv
253,61,0,0,7.0,,,Q_learning,TriquiEnv
254,61,1,513,1.0,0.0,False,Q_learning,TriquiEnv
255,61,2,513,,-1000.0,True,Q_learning,TriquiEnv
256,62,0,0,3.0,,,Q_learning,TriquiEnv
257,62,1,15309,7.0,0.0,False,Q_learning,TriquiEnv
258,62,2,15354,8.0,0.0,False,Q_learning,TriquiEnv
259,62,3,15841,,-1.0,True,Q_learning,TriquiEnv
260,63,0,0,0.0,,,Q_learning,TriquiEnv
261,63,1,6723,1.0,0.0,False,Q_learning,TriquiEnv
262,63,2,6984,4.0,0.0,False,Q_learning,TriquiEnv
263,63,3,6984,,-1000.0,True,Q_learning,TriquiEnv
264,64,0,0,8.0,,,Q_learning,TriquiEnv
265,64,1,163,3.0,0.0,False,Q_learning,TriquiEnv
266,64,2,15472,8.0,0.0,False,Q_learning,TriquiEnv
267,64,3,15472,,-1000.0,True,Q_learning,TriquiEnv
268,65,0,0,4.0,,,Q_learning,TriquiEnv
269,65,1,13203,7.0,0.0,False,Q_learning,TriquiEnv
270,65,2,13716,2.0,0.0,False,Q_learning,TriquiEnv
271,65,3,15183,3.0,0.0,False,Q_learning,TriquiEnv
272,65,4,17376,3.0,0.0,False,Q_learning,TriquiEnv
273,65,5,17376,,-1000.0,True,Q_learning,TriquiEnv
